dv,heat,year,region,country,rain,DM_urban_p,ED_educ_years_mean,ED_litt_p,EI_internet_week_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,DP_decide_money_p,DP_earn_more_equal_p,WK_working_paid_p,DP_owns_house_p,DP_owns_land_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_visits_p,DP_decide_contraception_p,DP_decide_no_contraception_p,DV_phys_partner_12m_p,DV_phys_12m_p,WL_wealth_median,DM_age_diff_mean,DM_age_diff_10plus_p,EI_women_elec_p,region_id
8.24,0.0,2012,2,PER,-0.4917676,53.75,9.3,93.36,,32.27,62.68,69.84,76.49,27.88,70.24,,,48.69,23.38,74.59,,,10.9,8.24,54.71,3.78,16.0,92.6,PER_2
15.76,0.0,2012,3,PER,-0.1959353,36.52,8.0,84.36,,12.55,62.21,44.87,62.13,24.77,54.88,,,42.02,18.54,88.51,,,20.07,15.76,39.13,3.3,12.59,88.6,PER_3
6.96,0.0,2012,4,PER,-0.1631293,88.01,10.92,96.87,,28.16,62.16,77.12,53.16,40.27,88.3,,,83.13,24.17,77.72,,,9.61,6.96,67.84,3.34,7.81,98.29,PER_4
11.84,0.0,2012,5,PER,-0.4109784,43.9,7.53,84.53,,10.08,46.73,38.41,60.01,28.57,66.27,,,31.82,31.87,76.31,,,15.21,11.84,41.24,3.65,10.5,89.72,PER_5
8.22,0.0,2012,6,PER,0.3720492,30.27,7.12,89.78,,14.91,72.4,43.55,65.34,33.73,56.22,,,75.65,14.63,89.08,,,10.62,8.22,39.13,4.12,14.34,72.44,PER_6
16.57,0.0,2012,8,PER,-0.1578844,56.18,8.96,88.77,,29.82,76.45,66.23,61.74,26.25,57.01,,,66.73,22.74,81.58,,,21.97,16.57,50.18,3.6,9.97,88.13,PER_8
8.35,0.0,2012,9,PER,-0.6696374,27.65,7.3,85.48,,17.15,63.04,49.97,53.31,28.73,39.52,,,51.31,18.21,85.59,,,11.1,8.35,37.45,3.26,6.83,81.6,PER_9
6.86,0.0,2012,10,PER,-0.1086854,41.37,7.65,84.03,,18.1,53.87,48.52,70.25,29.84,60.55,,,56.76,24.55,85.1,,,8.83,6.86,40.37,3.62,21.52,78.53,PER_10
11.6,0.0,2012,11,PER,-0.5522783,91.45,11.41,98.96,,45.59,63.54,88.84,75.97,34.99,72.15,,,71.25,34.75,77.41,,,15.66,11.6,67.6,3.48,10.45,99.43,PER_11
9.32,0.0,2012,12,PER,-0.4876887,62.36,9.66,95.71,,36.68,65.73,70.19,58.28,35.2,75.37,,,54.05,31.41,75.89,,,12.36,9.32,54.71,3.61,7.76,92.93,PER_12
3.13,0.0,2012,13,PER,-0.2174958,76.33,9.0,93.24,,21.0,63.15,70.0,73.76,23.35,88.7,,,57.42,16.72,88.44,,,4.3,3.13,58.19,4.38,16.14,92.91,PER_13
7.35,0.0,2012,14,PER,0.4310743,83.83,9.33,95.22,,30.08,56.87,68.1,71.44,26.27,63.55,,,56.68,24.69,70.29,,,10.03,7.35,59.41,4.13,16.58,95.79,PER_14
8.14,0.0,2012,15,PER,-0.8125939,96.99,11.15,98.56,,51.68,61.64,82.37,73.55,29.23,88.33,,,73.55,33.76,75.95,,,11.64,8.14,76.81,3.78,13.96,99.35,PER_15
12.26,0.0,2012,16,PER,-0.4018864,64.34,8.41,91.71,,32.43,50.6,55.58,72.13,37.83,55.4,,,46.01,19.93,68.53,,,14.66,12.26,37.73,4.98,18.04,71.3,PER_16
14.78,0.0,2012,17,PER,-0.3263272,70.0,9.5,95.46,,39.06,55.45,77.81,68.3,32.76,84.62,,,67.22,27.48,78.52,,,17.44,14.78,57.33,4.76,19.97,88.61,PER_17
8.83,0.0,2012,18,PER,0.110904,84.79,10.88,98.14,,39.64,69.59,84.12,65.97,31.2,76.54,,,70.63,31.08,77.2,,,11.5,8.83,65.76,3.69,11.14,93.95,PER_18
7.85,0.0,2012,19,PER,-0.3414331,60.83,9.3,94.6,,22.11,66.99,61.92,55.75,29.54,66.24,,,55.78,15.97,83.79,,,10.13,7.85,50.8,4.06,22.43,84.36,PER_19
8.33,0.0,2012,20,PER,0.7950945,79.15,9.29,95.23,,42.09,61.93,73.29,71.46,27.71,69.41,,,46.6,19.96,80.26,,,11.2,8.33,55.04,3.96,12.84,92.86,PER_20
11.71,0.0,2012,21,PER,0.05969516,46.37,8.83,93.61,,21.13,67.4,49.08,53.16,30.29,55.15,,,57.7,24.1,81.54,,,15.42,11.71,38.98,3.85,10.25,87.32,PER_21
11.57,0.0,2012,22,PER,0.1707432,64.79,8.21,93.56,,24.69,68.32,70.83,58.9,30.58,54.69,,,51.7,11.37,68.2,,,14.07,11.57,50.18,5.6,19.48,80.51,PER_22
9.88,0.0,2012,23,PER,0.007301332,86.94,10.76,98.12,,53.51,70.52,81.86,60.04,35.53,87.8,,,66.56,30.19,76.51,,,13.52,9.88,65.42,3.03,11.09,98.17,PER_23
10.87,0.0,2012,24,PER,0.7530677,92.09,10.36,98.44,,45.39,52.81,81.86,76.52,29.82,77.1,,,69.32,35.81,73.68,,,13.5,10.87,65.92,4.59,22.18,98.47,PER_24
8.26,0.0,2012,25,PER,0.2018486,77.68,9.41,94.62,,19.08,31.35,77.55,67.49,38.77,85.59,,,67.32,24.0,78.51,,,10.22,8.26,52.3,5.31,22.84,86.81,PER_25
5.54,0.0,2008,1,PHL,0.5222531,38.87,11.59,99.23,,36.21,77.15,94.77,49.83,46.8,79.99,,,51.54,18.9,,,,6.08,5.54,61.6,3.3,9.82,93.64,PHL_1
5.19,0.0,2008,2,PHL,0.6571514,37.46,10.69,98.87,,23.33,77.99,84.47,39.75,38.62,72.87,,,47.79,12.71,,,,3.97,5.19,55.4,3.28,14.87,86.83,PHL_2
4.98,0.0,2008,3,PHL,0.6500344,57.71,11.04,98.26,,28.35,62.73,93.99,45.68,40.84,94.32,,,45.29,21.0,,,,5.23,4.98,63.52,3.12,20.44,94.67,PHL_3
7.42,0.0,2008,4,PHL,0.7778867,100.0,12.25,99.42,,55.12,60.99,94.32,44.49,54.09,95.52,,,54.09,20.95,,,,8.5,7.42,71.93,3.12,10.06,98.7,PHL_4
4.55,0.0,2008,5,PHL,1.110951,33.97,10.23,97.66,,13.67,82.51,83.55,43.35,22.4,84.14,,,48.88,18.5,,,,4.16,4.55,52.3,2.61,8.54,80.34,PHL_5
5.15,0.0,2008,6,PHL,0.7758854,68.9,11.43,99.16,,35.74,61.65,92.26,31.74,51.26,97.13,,,42.54,12.3,,,,5.73,5.15,68.38,3.13,7.06,94.88,PHL_6
12.2,0.0,2008,7,PHL,0.3836307,36.57,9.33,91.57,,20.36,56.92,72.29,25.93,33.62,82.77,,,43.6,18.84,,,,13.17,12.2,46.48,4.06,17.05,67.07,PHL_7
6.24,0.0,2008,8,PHL,1.131355,22.56,10.05,96.38,,15.38,62.01,82.33,43.28,35.57,80.39,,,67.71,18.39,,,,6.85,6.24,49.16,2.78,12.59,79.57,PHL_8
6.62,0.0,2008,9,PHL,1.219911,43.39,11.16,97.5,,27.02,73.07,82.87,46.92,42.3,89.75,,,64.01,31.74,,,,6.83,6.62,53.24,2.84,11.76,81.26,PHL_9
10.27,0.0,2008,10,PHL,1.196724,53.19,9.9,96.65,,35.3,78.47,86.08,42.61,52.02,76.57,,,50.26,25.73,,,,11.19,10.27,59.41,2.97,12.13,84.26,PHL_10
9.16,0.0,2008,11,PHL,1.22546,44.07,9.96,95.53,,22.55,65.68,71.3,41.44,44.67,61.21,,,36.44,21.46,,,,8.5,9.16,54.71,3.91,16.13,74.08,PHL_11
10.45,0.0,2008,12,PHL,0.9414344,31.29,9.31,93.68,,16.49,62.89,74.59,41.64,36.14,88.92,,,44.54,17.11,,,,7.17,10.45,46.88,4.2,11.87,75.13,PHL_12
10.58,0.0,2008,13,PHL,1.030049,37.38,10.06,95.9,,23.3,72.52,79.64,37.34,44.36,59.56,,,60.79,20.36,,,,8.31,10.58,56.3,2.97,17.51,74.46,PHL_13
10.28,0.0,2008,14,PHL,0.7827767,41.14,9.84,96.32,,21.4,73.14,76.79,44.77,38.81,85.66,,,43.25,24.79,,,,8.9,10.28,53.24,3.72,11.89,79.55,PHL_14
7.23,0.0,2008,15,PHL,0.667917,36.19,10.97,97.04,,21.87,61.85,66.45,41.86,37.94,59.22,,,48.78,15.86,,,,8.54,7.23,62.81,3.57,13.66,90.57,PHL_15
10.57,0.0,2008,16,PHL,0.882116,25.41,9.94,96.15,,17.99,59.01,86.19,35.42,36.9,81.46,,,49.53,23.04,,,,10.93,10.57,53.24,3.34,11.56,79.4,PHL_16
8.08,0.0,2008,17,PHL,1.09575,24.11,7.28,80.98,,9.98,40.11,53.13,36.94,54.83,81.91,,,37.38,31.01,,,,5.04,8.08,28.48,3.53,5.98,58.9,PHL_17
5.84,0.08333333,2013,1,PHL,-0.02874963,15.81,10.64,100.0,,16.75,57.53,85.53,39.58,35.18,78.37,29.75,20.41,56.74,36.6,,,,5.08,5.84,61.6,3.0,4.04,92.45,PHL_1
10.04,0.0,2013,2,PHL,-0.07134721,13.43,9.91,100.0,,22.48,55.2,76.49,36.94,37.84,53.21,43.29,36.47,36.56,40.69,,,,10.15,10.04,59.75,3.48,16.48,86.89,PHL_2
4.33,0.0,2013,3,PHL,-0.03464137,54.51,10.18,100.0,,27.0,55.31,92.46,54.88,42.01,87.18,33.47,19.63,49.81,19.92,,,,3.9,4.33,66.56,3.32,14.17,96.42,PHL_3
4.21,0.1666667,2013,4,PHL,-0.06820927,100.0,11.11,100.0,,47.24,60.19,87.02,49.35,51.29,94.54,17.87,11.16,64.64,14.9,,,,4.9,4.21,70.62,2.86,9.32,97.97,PHL_4
7.7,0.1666667,2013,5,PHL,0.2807076,20.46,9.71,100.0,,15.86,48.2,77.68,35.59,40.42,83.27,36.57,15.82,55.11,23.17,,,,6.16,7.7,55.09,2.81,11.65,88.18,PHL_5
3.94,0.1666667,2013,6,PHL,-0.07923322,64.21,10.41,100.0,,22.42,44.04,88.55,40.7,42.14,92.04,32.86,16.2,53.14,18.47,,,,3.79,3.94,70.22,2.94,13.34,96.23,PHL_6
6.84,0.08333333,2013,7,PHL,-0.01895408,22.71,8.81,100.0,,9.21,35.07,63.79,27.67,38.97,87.91,49.43,22.52,41.57,20.27,,,,6.4,6.84,51.66,3.53,20.35,79.22,PHL_7
9.59,0.08333333,2013,8,PHL,0.3693819,11.82,9.81,100.0,,14.86,44.02,84.62,48.56,31.66,83.67,34.58,11.48,58.6,15.88,,,,8.01,9.59,55.68,3.44,6.08,92.49,PHL_8
5.7,0.0,2013,9,PHL,0.5513279,37.31,10.04,100.0,,22.8,61.82,80.09,50.3,30.75,80.72,38.62,11.18,51.16,26.08,,,,5.59,5.7,55.67,3.45,13.23,86.86,PHL_9
7.36,0.0,2013,10,PHL,0.6456083,48.24,9.66,100.0,,43.38,64.39,80.77,45.9,46.92,86.3,42.31,25.49,44.84,11.85,,,,5.41,7.36,61.39,2.75,12.82,86.73,PHL_10
5.84,0.0,2013,11,PHL,0.7888294,39.46,9.19,100.0,,13.49,42.78,69.25,52.22,56.61,77.96,36.6,19.0,42.06,12.57,,,,5.75,5.84,56.3,3.42,15.48,81.74,PHL_11
8.14,0.0,2013,12,PHL,0.4334789,53.85,8.96,100.0,,26.41,58.37,75.08,43.7,43.42,87.37,38.88,20.83,44.82,20.84,,,,8.68,8.14,56.11,3.34,10.84,81.16,PHL_12
6.94,0.0,2013,13,PHL,0.6535558,44.64,9.23,100.0,,20.68,51.67,74.37,56.52,42.22,63.37,35.56,18.74,55.95,15.29,,,,6.52,6.94,57.77,3.46,16.22,78.6,PHL_13
5.32,0.0,2013,14,PHL,0.4360997,65.24,9.57,100.0,,21.18,50.89,71.93,46.64,47.71,77.12,35.34,24.83,44.82,14.64,,,,4.31,5.32,61.6,3.82,13.59,83.4,PHL_14
4.34,0.08333333,2013,15,PHL,-0.02493287,34.37,11.29,100.0,,35.42,51.31,77.44,38.97,35.87,75.62,30.45,25.97,45.03,21.12,,,,3.66,4.34,65.92,3.02,9.71,95.33,PHL_15
7.44,0.0,2013,16,PHL,0.5627573,34.5,9.55,100.0,,24.06,59.98,82.3,43.25,34.88,81.66,44.53,20.39,54.14,14.78,,,,7.37,7.44,57.31,3.65,16.7,87.3,PHL_16
2.67,0.0,2013,17,PHL,0.5920661,14.43,7.09,100.0,,11.88,24.11,28.68,44.14,40.16,70.97,30.3,15.3,42.84,21.48,,,,2.07,2.67,27.99,3.4,13.27,54.69,PHL_17
3.42,0.3333333,2017,1,PHL,0.4051411,15.89,11.12,100.0,50.75,16.2,51.04,90.26,44.56,34.38,77.36,23.3,7.42,47.67,18.53,,7.92,10.49,4.08,3.42,68.18,3.37,9.33,97.69,PHL_1
7.34,0.3333333,2017,2,PHL,0.5676164,10.29,10.64,100.0,48.11,13.27,26.05,72.59,25.54,44.27,79.75,48.75,33.1,27.57,17.35,,15.73,33.59,6.4,7.34,59.75,3.45,6.64,97.28,PHL_2
2.82,0.08333333,2017,3,PHL,0.5154501,57.01,10.97,100.0,58.97,15.14,23.98,87.81,44.38,52.92,83.25,27.86,10.12,42.73,14.97,,12.77,20.75,3.58,2.82,70.0,3.01,10.71,97.58,PHL_3
2.04,0.0,2017,4,PHL,0.471498,100.0,12.22,100.0,80.51,25.09,38.36,73.63,41.51,64.35,92.91,17.87,6.81,40.58,11.91,,13.58,14.12,3.15,2.04,74.35,2.79,7.9,99.15,PHL_4
9.49,0.0,2017,5,PHL,0.6591221,18.79,10.42,100.0,40.81,5.07,35.56,79.84,41.63,37.13,72.95,41.02,9.9,50.0,27.13,,12.3,12.04,8.92,9.49,57.59,2.83,8.92,91.12,PHL_5
3.29,0.0,2017,6,PHL,0.4638758,48.48,11.48,100.0,67.05,6.46,24.77,85.05,36.59,49.13,90.08,28.05,13.18,46.04,21.22,,12.6,21.71,3.33,3.29,71.93,2.9,6.68,97.51,PHL_6
5.02,0.0,2017,7,PHL,0.2365542,35.97,10.21,100.0,40.62,9.87,22.42,69.78,26.37,44.59,72.58,35.05,22.43,40.47,11.97,,8.89,18.16,3.41,5.02,57.59,3.12,13.48,87.95,PHL_7
6.99,0.0,2017,8,PHL,0.8264966,7.18,10.59,100.0,49.09,7.92,38.04,79.04,43.47,43.44,76.13,43.06,8.72,66.19,25.59,,13.98,20.35,6.39,6.99,59.41,3.27,16.38,95.39,PHL_8
5.62,0.0,2017,9,PHL,0.7495787,48.91,10.52,100.0,48.54,15.18,54.73,80.44,49.96,49.16,62.98,36.93,9.08,47.11,32.93,,17.76,21.05,4.82,5.62,59.41,3.39,18.68,95.31,PHL_9
4.23,0.0,2017,10,PHL,1.081102,46.54,10.54,100.0,60.16,30.33,56.16,75.25,53.99,45.93,72.19,37.65,9.25,59.8,23.11,,7.89,15.61,2.94,4.23,63.5,2.74,17.08,92.53,PHL_10
7.29,0.0,2017,11,PHL,0.9532179,43.31,9.88,100.0,40.41,9.5,41.38,76.73,48.04,44.74,61.47,41.99,11.58,56.89,26.47,,14.17,17.88,6.36,7.29,57.59,3.62,13.88,86.05,PHL_11
4.46,0.0,2017,12,PHL,0.8864069,29.75,9.8,100.0,41.97,16.87,54.59,81.75,43.41,40.03,53.3,40.91,19.5,47.85,21.85,,20.18,36.73,3.27,4.46,57.31,3.43,14.44,88.06,PHL_12
3.52,0.0,2017,13,PHL,1.023499,41.08,10.54,100.0,43.27,7.03,36.11,65.73,53.87,47.42,81.17,36.82,10.07,58.03,16.69,,20.54,33.41,3.09,3.52,59.41,3.11,6.41,87.55,PHL_13
6.12,0.0,2017,14,PHL,0.932213,57.19,10.36,100.0,48.82,16.12,34.13,64.93,45.83,40.26,78.17,35.66,12.43,42.16,18.97,,11.88,22.96,5.51,6.12,57.31,4.08,27.44,86.5,PHL_14
4.45,0.3333333,2017,15,PHL,0.4751783,30.3,11.95,100.0,55.96,21.51,30.21,66.07,39.97,61.34,67.41,26.71,15.17,36.22,28.23,,8.7,11.8,2.14,4.45,64.1,2.94,7.07,96.73,PHL_15
13.92,0.0,2017,16,PHL,1.13104,32.75,10.5,100.0,49.66,14.59,38.86,70.0,56.6,53.38,66.39,45.71,14.11,78.61,20.63,,16.13,24.48,10.43,13.92,61.67,3.07,10.13,90.6,PHL_16
1.6,0.0,2017,17,PHL,0.9856797,9.51,8.49,100.0,15.36,4.97,17.28,40.52,37.32,41.16,43.31,37.88,12.45,21.87,6.44,,10.54,11.95,1.17,1.6,35.56,3.53,12.09,83.99,PHL_17
15.41,0.08333333,2010,1,RWA,0.02382787,80.67,6.89,90.37,,9.01,82.7,50.79,29.77,27.77,61.8,31.01,34.28,23.75,10.5,,,,30.5,15.41,31.28,5.31,14.08,63.77,RWA_1
28.17,0.08333333,2010,2,RWA,0.3865815,11.23,4.27,78.29,,2.25,66.34,3.24,21.44,46.05,14.99,52.49,56.94,24.43,10.0,,,,46.33,28.17,14.44,4.41,12.97,3.1,RWA_2
28.09,0.25,2010,3,RWA,0.5136014,4.32,3.89,72.74,,2.25,55.24,4.82,15.24,26.65,23.94,53.22,53.35,18.99,6.16,,,,48.1,28.09,13.49,4.16,7.65,7.84,RWA_3
23.63,0.08333333,2010,4,RWA,0.5124365,5.61,4.16,75.65,,3.46,75.88,4.03,18.01,26.31,19.25,57.86,55.04,14.35,4.79,,,,40.18,23.63,14.05,4.7,7.36,4.45,RWA_4
30.49,0.08333333,2010,5,RWA,0.4386702,4.19,4.01,74.2,,3.07,70.94,3.75,13.67,24.72,13.87,57.48,59.37,15.56,5.37,,,,43.93,30.49,14.44,5.33,16.72,4.12,RWA_5
11.23,0.0,2015,1,RWA,0.01360567,78.97,7.33,92.13,,9.83,80.64,52.21,19.43,29.07,61.31,29.89,27.19,22.37,10.75,,,,16.02,11.23,37.45,4.97,17.42,76.43,RWA_1
12.12,0.08333333,2015,3,RWA,0.112445,13.38,4.85,77.9,,4.63,52.36,9.48,15.06,28.9,31.93,50.1,42.79,19.65,13.72,,,,14.7,12.12,14.44,4.45,7.87,21.53,RWA_3
13.92,0.0,2015,5,RWA,-0.06343119,7.38,4.63,76.29,,5.4,56.98,9.91,20.35,35.75,15.01,54.02,50.13,22.56,10.6,,,,17.55,13.92,14.44,4.82,12.62,21.04,RWA_5
7.84,0.08333333,2017,1,SEN,-0.2301065,81.23,5.89,62.67,32.46,20.05,47.84,84.18,90.79,12.89,84.61,5.21,3.28,7.41,3.84,,23.57,60.46,8.19,7.84,70.8,9.97,53.81,90.26,SEN_1
7.84,0.3333333,2017,2,SEN,-0.3611253,23.42,2.58,34.88,12.92,4.81,57.74,56.72,78.27,11.92,59.68,6.2,4.4,9.43,3.58,,22.53,50.1,7.85,7.84,42.92,10.61,53.23,54.39,SEN_2
12.05,0.25,2017,3,SEN,-0.054158,35.18,3.09,36.27,12.25,4.51,38.7,43.26,87.21,8.98,57.91,3.88,4.64,5.8,2.5,,32.15,57.97,10.8,12.05,39.63,11.1,57.07,49.83,SEN_3
12.57,0.5,2017,4,SEN,-0.2799949,31.68,3.84,44.36,9.36,3.78,52.58,32.97,79.74,6.64,39.58,28.21,15.77,4.24,1.67,,29.64,72.9,11.93,12.57,27.28,11.72,58.51,42.19,SEN_4
5.9,0.1666667,2018,1,SEN,-0.5813082,82.4,6.31,65.62,47.52,26.72,49.96,85.43,89.88,13.0,84.3,7.42,3.49,5.56,5.17,,18.73,58.92,5.72,5.9,73.07,8.8,56.23,92.38,SEN_1
4.47,0.1666667,2018,2,SEN,-0.673048,20.15,2.49,32.94,15.38,3.7,48.17,59.85,91.29,7.67,59.63,2.98,2.45,5.14,2.81,,20.22,53.3,4.61,4.47,48.98,12.07,64.94,58.53,SEN_2
7.04,0.25,2018,3,SEN,-0.6846478,34.94,3.31,40.74,20.84,5.57,42.09,55.56,88.02,10.86,48.89,3.65,2.01,3.02,2.14,,17.64,47.86,5.96,7.04,44.6,11.09,52.45,60.5,SEN_3
4.1,0.1666667,2018,4,SEN,-0.5831385,31.82,4.35,51.96,18.2,8.15,40.27,35.98,80.89,4.93,44.36,48.41,21.76,1.78,1.88,,30.52,75.08,4.46,4.1,31.94,12.13,59.03,49.28,SEN_4
6.3,0.0,2019,1,SEN,-0.1292041,81.67,5.77,63.35,50.9,16.3,42.03,75.12,72.97,13.9,85.93,3.35,3.44,8.7,6.74,,21.45,59.35,5.24,6.3,71.44,10.46,55.21,93.31,SEN_1
3.35,0.08333333,2019,2,SEN,-0.07426874,23.28,2.87,34.67,29.41,7.28,47.86,62.06,84.53,9.46,54.15,1.99,2.53,4.71,3.54,,20.61,47.45,3.27,3.35,49.89,12.09,60.53,66.42,SEN_2
5.24,0.1666667,2019,3,SEN,-0.09601607,39.04,3.06,34.75,26.15,7.43,29.61,50.15,92.67,11.72,68.44,2.42,1.6,2.97,1.27,,12.7,25.47,6.01,5.24,42.66,10.63,53.97,64.14,SEN_3
7.44,0.1666667,2019,4,SEN,-0.1250688,31.39,4.35,52.33,23.3,9.05,38.48,36.01,85.51,4.87,47.49,45.61,16.13,2.72,1.16,,30.36,76.89,5.76,7.44,34.99,12.54,67.25,49.21,SEN_4
29.63,0.0,2013,1,SLE,-0.1649261,32.11,2.89,30.25,,4.39,31.92,6.71,52.81,15.71,29.3,56.77,50.74,10.36,11.45,,,,30.89,29.63,11.15,9.82,47.22,8.85,SLE_1
26.35,0.08333333,2013,2,SLE,-0.1569547,16.24,2.72,28.08,,4.0,42.38,5.9,33.14,14.55,19.96,34.37,32.86,6.1,5.24,,,,26.5,26.35,12.87,10.06,44.53,2.91,SLE_2
23.38,0.0,2013,3,SLE,-0.1442202,21.11,2.75,29.06,,2.27,28.3,6.9,44.54,12.66,21.87,54.94,48.5,7.51,6.0,,,,21.2,23.38,11.15,9.27,36.8,7.72,SLE_3
28.92,0.08333333,2013,4,SLE,-0.1103534,92.93,6.74,63.02,,18.43,56.38,44.77,40.29,26.76,71.8,10.1,10.03,10.79,10.03,,,,31.03,28.92,39.93,8.3,43.17,58.73,SLE_4
38.27,0.08333333,2019,1,SLE,-0.253078,39.9,3.99,34.49,5.56,0.5,17.78,6.03,37.72,23.01,31.41,50.97,45.58,8.99,11.7,,34.75,44.78,27.42,38.27,15.14,9.46,45.87,13.17,SLE_1
45.1,0.08333333,2019,2,SLE,-0.2530368,26.45,3.56,35.57,5.44,1.57,25.83,8.77,47.68,19.41,30.67,44.97,39.01,12.17,12.04,,58.52,52.67,44.57,45.1,14.44,9.18,41.12,12.19,SLE_2
37.84,0.0,2019,3,SLE,-0.24892,24.42,3.88,37.71,7.19,1.57,16.51,6.62,33.22,16.54,34.31,44.79,38.61,7.09,7.17,,58.53,63.38,29.01,37.84,12.87,8.78,40.68,10.75,SLE_3
47.44,0.0,2019,4,SLE,-0.1103534,97.62,7.24,64.66,30.15,6.37,32.03,37.95,21.81,24.13,74.54,16.46,4.7,8.84,17.78,,43.67,48.4,46.25,47.44,47.07,8.03,36.36,66.16,SLE_4
8.4,0.0,2013,1,TGO,0.1186773,100.0,6.72,72.19,,11.74,56.79,75.13,91.88,15.23,87.3,6.52,7.33,12.17,12.7,,,,9.51,8.4,50.52,7.07,37.11,89.01,TGO_1
7.1,0.08333333,2013,2,TGO,0.152544,15.01,4.07,44.6,,2.79,42.43,21.34,94.81,18.19,86.32,10.97,11.83,12.37,9.95,,,,6.73,7.1,19.14,7.08,30.12,32.45,TGO_2
9.16,0.0,2013,3,TGO,0.05199678,21.06,4.12,47.11,,5.94,42.5,22.32,80.13,15.82,52.5,12.77,11.5,11.84,14.96,,,,8.61,9.16,19.94,7.72,23.66,30.83,TGO_3
16.45,0.0,2013,4,TGO,-0.01363561,27.69,4.24,48.67,,4.21,64.14,37.66,92.74,9.81,69.89,10.72,6.68,9.94,28.12,,,,14.09,16.45,26.81,7.85,17.63,44.51,TGO_4
13.28,0.0,2013,5,TGO,0.05084754,28.23,4.14,50.21,,4.13,50.32,26.75,96.44,12.92,63.11,10.12,7.59,14.63,6.89,,,,15.45,13.28,23.5,7.87,21.54,31.65,TGO_5
15.3,0.0,2013,6,TGO,-0.1680026,18.68,2.2,23.62,,0.85,25.48,10.63,84.43,11.98,50.29,16.2,13.35,7.61,19.32,,,,15.82,15.3,21.9,9.78,32.04,14.33,TGO_6
9.05,0.0,2012,1,TJK,0.5313611,100.0,10.6,100.0,,42.97,28.58,87.48,35.97,30.59,91.59,52.08,2.67,19.02,10.04,,,,10.31,9.05,76.81,4.35,7.33,100.0,TJK_1
10.0,0.0,2012,2,TJK,0.01053391,14.34,11.67,100.0,,50.5,8.0,78.6,44.57,40.05,94.72,58.09,51.64,20.2,20.06,,,,10.47,10.0,53.24,3.71,9.19,95.85,TJK_2
17.17,0.1666667,2012,3,TJK,0.2108129,21.11,10.35,100.0,,39.39,31.72,85.92,36.32,15.04,64.27,61.47,29.57,18.44,8.16,,,,18.83,17.17,58.82,3.25,3.51,98.83,TJK_3
11.19,0.08333333,2012,4,TJK,0.206241,12.9,9.27,100.0,,29.6,32.15,79.83,40.71,35.56,80.51,61.39,34.17,12.97,7.58,,,,11.18,11.19,55.5,4.37,5.29,99.84,TJK_4
11.78,0.0,2012,5,TJK,0.2650578,17.59,9.12,100.0,,18.03,17.9,83.6,26.74,18.86,35.35,39.75,31.09,10.61,6.77,,,,14.03,11.78,48.54,3.88,2.48,99.64,TJK_5
6.94,0.0,2017,1,TJK,0.2501149,100.0,11.17,98.82,28.45,38.74,33.42,87.19,25.93,29.84,97.83,43.44,,15.84,12.42,,16.26,24.58,9.45,6.94,76.81,4.43,6.57,98.16,TJK_1
16.34,0.0,2017,2,TJK,0.535828,13.65,12.01,97.64,22.75,41.15,5.96,86.26,30.93,34.55,90.58,51.99,,17.31,12.79,,44.35,38.67,18.09,16.34,61.9,3.91,6.66,92.57,TJK_2
9.85,0.0,2017,3,TJK,0.2634617,22.33,10.81,97.44,15.98,23.11,17.85,88.44,26.33,18.0,67.56,31.81,,13.11,5.53,,21.02,42.71,11.66,9.85,62.69,3.28,2.82,99.96,TJK_3
14.07,0.0,2017,4,TJK,0.3918159,12.87,9.5,94.77,5.61,15.81,9.19,86.96,31.52,21.02,71.76,26.7,,5.22,4.4,,17.91,27.63,15.75,14.07,62.69,4.57,3.46,99.46,TJK_4
27.75,0.0,2017,5,TJK,0.2882072,17.18,9.82,90.63,2.78,12.38,9.02,84.88,30.92,27.1,77.9,41.37,,14.52,10.67,,39.63,37.03,28.72,27.75,57.87,3.98,3.82,99.27,TJK_5
21.18,0.0,2009,1,TLS,-0.1128201,8.18,5.84,65.02,,20.53,31.31,15.29,14.77,61.99,4.79,,,19.96,15.27,,,,20.5,21.18,16.62,6.2,20.2,27.67,TLS_1
7.62,0.0,2009,2,TLS,-0.1248578,17.28,5.86,57.76,,11.86,18.26,10.65,70.57,56.13,13.8,,,47.79,81.12,,,,10.04,7.62,13.13,4.56,16.48,18.52,TLS_2
34.51,0.0,2009,3,TLS,-0.0746484,5.9,6.92,69.29,,16.36,31.23,23.71,20.22,68.88,40.31,,,14.06,3.85,,,,28.47,34.51,17.77,4.76,18.2,39.09,TLS_3
14.08,0.0,2009,4,TLS,-0.1349663,10.03,5.17,58.05,,17.07,32.67,29.62,19.84,81.14,12.7,,,5.21,5.73,,,,21.24,14.08,19.94,6.19,26.18,25.53,TLS_4
57.37,0.0,2009,5,TLS,-0.1364741,18.92,7.29,74.22,,23.46,43.28,36.1,32.14,41.54,20.5,,,21.5,21.95,,,,44.17,57.37,21.06,5.28,16.81,36.41,TLS_5
32.81,0.0,2009,6,TLS,-0.1128201,89.95,10.33,89.17,,42.19,67.84,87.9,42.05,60.05,55.43,,,30.63,24.93,,,,28.95,32.81,64.7,5.03,8.58,96.28,TLS_6
